"id","company_id","company_name","title","post_url","job_description","qualifications","preferred_qualifications","hiring_process","benefits","location","employment_type","salary","deadline_at","posted_at","status"
"1","7060","(주)다스콘","입사지원 | 채용공고 | 서울아산병원","https://recruit.amc.seoul.kr/recruit/career/list.do?codeFirst=T04005","입사지원 채용공고 검색 구분 --직군-- 의사직 일반직 --대직종-- --소직종-- 검색 검색 총 119건 입니다. 보안관리팀 보안원(기능) 모집 지원기간 : 2026.03.24(화) 14:00 ~ 2026.03.31(화) 23:00 D-7 임상시험센터 기능직(CTA) 모집 지원기간 : 2026.03.24(화) 13:00 ~ 2026.03.31(화) 23:00 D-7 특수검사팀 임상병리사 모집 지원기간 : 2026.03.24(화) 14:00 ~ 2026.03.29(일) 23:00 D-5 원무팀 사무직 모집 지원기간 : 2026.03.24(화) 12:00 ~ 2026.03.29(일) 23:00 D-5 [모집연장] 시설팀 기술직(자동화/통신) 모집 지원기간 : 2026.03.09(월) 15:00 ~ 2026.03.29(일) 23:00 D-5 [모집연장] 특수검사팀(장기이식센터) 간호사 모집 지원기간 : 2026.03.12(목) 14:00 ~ 2026.03.22(일) 23:00 마감 외래간호팀 간호사 모집 지원기간 : 2026.03.18(수) 12:00 ~ 2026.03.22(일) 23:00 마감 건진운영팀 기능직(조무) 모집 지원기간 : 2026.03.17(화) 14:00 ~ 2026.03.24(화) 23:00 D-0 [모집연장] 시설팀 기술직(설비) 모집 지원기간 : 2026.03.09(월) 15:00 ~ 2026.03.23(월) 23:00 마감 영상의학팀 간호사 모집 지원기간 : 2026.03.16(월) 15:00 ~ 2026.03.22(일) 23:00 마감 처음으로 이전페이지 1 2 3 4 5 6 7 8 9 10 다음페이지 마지막으로","","","","","","","","","","active"
"2","7060","(주)다스콘","입사지원 | 채용공고 | 서울아산병원","https://recruit.amc.seoul.kr/recruit/career/list.do","입사지원 채용공고 검색 구분 --직군-- 의사직 일반직 --대직종-- --소직종-- 검색 검색 총 135건 입니다. 보안관리팀 보안원(기능) 모집 지원기간 : 2026.03.24(화) 14:00 ~ 2026.03.31(화) 23:00 D-7 임상시험센터 기능직(CTA) 모집 지원기간 : 2026.03.24(화) 13:00 ~ 2026.03.31(화) 23:00 D-7 특수검사팀 임상병리사 모집 지원기간 : 2026.03.24(화) 14:00 ~ 2026.03.29(일) 23:00 D-5 원무팀 사무직 모집 지원기간 : 2026.03.24(화) 12:00 ~ 2026.03.29(일) 23:00 D-5 [모집연장] 시설팀 기술직(자동화/통신) 모집 지원기간 : 2026.03.09(월) 15:00 ~ 2026.03.29(일) 23:00 D-5 내과 당직전담(촉탁의사) 초빙 지원기간 : 2026.03.09(월) 18:00 ~ 2026.03.29(일) 18:00 D-5 서울아산병원 진료교수 초빙 지원기간 : 2026.03.09(월) 18:00 ~ 2026.03.29(일) 18:00 D-5 서울아산병원 입원전담전문의(Hospitalist) 초빙 지원기간 : 2026.03.09(월) 18:00 ~ 2026.03.29(일) 18:00 D-5 [모집연장] 특수검사팀(장기이식센터) 간호사 모집 지원기간 : 2026.03.12(목) 14:00 ~ 2026.03.22(일) 23:00 마감 2026년 임상강사 모집 (추가) 지원기간 : 2026.03.18(수) 16:00 ~ 2026.03.18(수) 19:00 마감 처음으로 이전페이지 1 2 3 4 5 6 7 8 9 10 다음페이지 마지막으로","","","","","서울","","","","","active"
"3","31697","SM C&amp;C","법인영업 담당 신입/경력직 채용","https://careers.smcultureandcontents.com/ko/o/129054","신규 고객사 ​발굴 ​및 영업(기업체 ​공개 입찰, ​PT참여) 출장 ​관련 고객사 관리/유지 ​및 컴플레인 ​응대, VIP CARE 서비스 등 영업 관련 전반적인 업무 고객사 출장지 맞춤 비자 안내 및 대행 서비스 고객사 월간·분기별 항공,비자,호텔 리포트 작성 ﻿연간 항공 트렌드 분석 리포트 작성","전문학사 ​이상 학위를 ​소지하신 분 신입 또는 관련 ​경력 ​1년 이상 ​12년 이하 이신 ​분 유관부서 및 ​외부 ​관계자들과 원활한 ​커뮤니케이션 ​역량 ​보유하신 분 (문서작성/PT포함) 해외출장에 ​결격사유가 ​없으신 분","영어 ​회화 ​가능하신 분","Search Jobs 법인영업 담당 신입/경력직 채용 구분 여행사업부문 마감기한 2026년 03월 30일, 14:59 D -6 직군 법인영업 경력사항 경력 무관 고용형태 정규직 근무지 (주)에스엠컬처앤콘텐츠 대한민국 서울특별시 성동구 왕십리로 83-21 ? 모집직무 법인영업 ​ ? ​","건강검진","서울","정규직","","2026-03-30","2026-02-28","active"
"4","31697","SM C&amp;C","광고기획(AE) 담당 경력직 채용","https://careers.smcultureandcontents.com/ko/o/203141","IMC/광고 ​캠페인 전략 ​수립 ​및 기획 클라이언트 ​커뮤니케이션 및 ​프로젝트 ​실행 미디어 집행 및 ​운영 관리 프로모션, ​SNS, Viral, OOH 및 디지털, 기타 캠페인 관련 콘텐츠 기획 및 운영 신규 광고주 개발을 위한 경쟁PT","학사 ​이상 ​학위를 소지하신 ​분 관련 경력 8년 이상 ​12년 ​이하 이신 ​분 광고대행사 AE 직무 ​경력 보유하신 ​분 경쟁PT ​및 IMC/광고캠페인 ​제안, ​실행 ​경험 보유하신 분 클라이언트 ​직접 ​응대 및 캠페인 ​진행 ​경험 ​보유하신 분","하며, 면접 시 관련 서류 제출 요청할 수 있습니다. 입사 시 제출 서류에 허위 사실이 있을 경우 채용이 취소될 수 있습니다. 제출하신 서류는 채용절차의 공정화에 관한 법률 제11조에 의거하여 추후 반환 청구 가능합니다. 단, 홈페이지 또는 전자우편으로 제출했거나 회사의 요구 없이 자발적으로 제출한 경우에는 반환 대상에서 제외됩니다. 공유하기 지원하기 광고기획(AE) 담당 경력직 채용 ? 모집직무 광고기획(AE) ? ​ 자격요건 학사 ​이상 ​학위를 소지하신 ​분 관련 경력 8년 이상 ​12년 ​이하 이신 ​분 광고대행사 AE 직무 ​경력 보유하신 ​분 경쟁PT ​및 IMC/광고캠페인 ​제안, ​실행 ​경험 보유하신 분 클라이언트 ​직접 ​응대 및 캠페인 ​진행 ​경험 ​보유하신 분 ? 담당업무 IMC/광고 ​캠페인 전략 ​수립 ​및 기획 클라이언트 ​커뮤니케이션 및 ​프로젝트 ​실행 미디어 집행 및 ​운영 관리 프로모션, ​SNS, Viral, OOH 및 디지털, 기타 캠페인 관련 콘텐츠 기획 및 운영 신규 광고주 개발을 위한 경쟁PT ? 채용절차 서류전형 → 1차 면접 → 2차 면접 → 처우협의 → 건강검진 → 최종합격 전형 단계 추가 등 변동 있을 수 있으며, 전형 대상자에 한하여 별도의 증빙서류 제출을 요청할 수 있습니다. ? 기타사항 서류전형은 공고 마감일로부터 최대 4주 소요될 수 있습니다. 본 채용 건은 정규직 채용 건이며, 입사 시 수습기간 3개월 적용될 예정입니다. 해외여행에 결격 사유가 없으며, 남성의 경우 군필자 또는 면제자에 한해서만 지원 가능합니다. 보훈대상자 및 장애인 등 취업보호대상자는 관계 법령에 따라 우대하며, 면접 시 관련 서류 제출 요청할 수 있습니다. 입사 시 제출 서류에 허위 사실이 있을 경우 채용이 취소될 수 있습니다. 제출하신 서류는 채용절차의 공정화에 관한 법률 제11조에 의거하여 추후 반환 청구 가능합니다. 단, 홈페이지 또는 전자우편으로 제출했거나 회사의 요구 없이 자발적으로 제출한 경우에는 반환 대상에서 제외됩니다. 구분 광고사업부문 마감기한 2026년 04월 02일, 14:59 D -9 직군 광고기획(AE) 경력사항 경력 4년 이상 고용형태 정규직 근무지 (주)에스엠컬처앤콘텐츠 대한민국 서울특별시 성동구 왕십리로 83-21 지원하기 공유하기 SM Culture & Contents © SM Culture & Contents. ALL RIGHTS RESERVED. 개인정보 처리방침 서비스 이용약관 made with Greeting","Search Jobs 광고기획(AE) 담당 경력직 채용 구분 광고사업부문 마감기한 2026년 04월 02일, 14:59 D -9 직군 광고기획(AE) 경력사항 경력 4년 이상 고용형태 정규직 근무지 (주)에스엠컬처앤콘텐츠 대한민국 서울특별시 성동구 왕십리로 83-21 ? 모집직무 광고기획(AE) ? ​","건강검진","서울","정규직","","2026-04-02","2026-03-03","active"
"5","31697","SM C&amp;C","광고전략(AP) 담당 신입/경력직 채용","https://careers.smcultureandcontents.com/ko/o/207733","경쟁 PT 커뮤니케이션 전략 수립 주요 광고주의 Annual 프로젝트 브랜드 진단 및 컨설팅 소비자 정량/정성 조사 설계 및 분석 영 타겟 트렌드 조사 및 분석","학사 ​이상 ​학위를 소지하신 ​분 신입 또는 관련 경력 ​6년 ​이하 이신 ​분 소비자 조사(정량/정성)에 ​대한 이해도가 ​있으신 ​분 조사 데이터, ​버즈량 ​등 ​빅데이터에 대한 이해도가 ​있으신 ​분 최신 트렌드, 라이프스타일, ​타겟 ​등에 ​대한 관심과 인사이트가 ​있으신 분 브랜드/커뮤니케이션 ​이론 ​및 업계 ​동향에 대한 ​이해도가 ​있으신 분 AI툴에 대한 ​이해 및 ​활용 경험 보유하신 분","브랜딩, 광고, 사회과학, 마케팅 관련 전공하신 분 광고대행사 업무 경력 보유하신 분","Search Jobs 광고전략(AP) 담당 신입/경력직 채용 구분 광고사업부문 마감기한 2026년 04월 02일, 14:59 D -9 직군 광고전략 경력사항 경력 무관 고용형태 정규직 근무지 (주)에스엠컬처앤콘텐츠 대한민국 서울특별시 성동구 왕십리로 83-21 ? 모집직무 광고전략(AP) ? ​","건강검진","서울","정규직","","2026-04-02","2026-03-03","active"
"6","31697","SM C&amp;C","SM C&C 채용","https://careers.smcultureandcontents.com/ko/guide2","About Process Search Jobs Job Openings 채용 공고 구분 여행사업부문 광고사업부문 직군 광고기획(AE) 법인영업 MICE/행사 광고전략 경력사항 경력 경력 무관 고용형태 정규직 근무지 (주)에스엠컬처앤콘텐츠 필터 광고전략(AP) 담당 신입/경력직 채용 광고사업부문 광고전략 경력 무관 정규직 (주)에스엠컬처앤콘텐츠 2026. 04. 02, 14:59까지 D -9 광고기획(AE) 담당 경력직 채용 광고사업부문 광고기획(AE) 경력 4년 이상 정규직 (주)에스엠컬처앤콘텐츠 2026. 04. 02, 14:59까지 D -9 MICE/행사 기획 및 운영 담당 채용 여행사업부문 MICE/행사 경력 무관 정규직 (주)에스엠컬처앤콘텐츠 2026. 04. 06, 14:59까지 D -13 법인영업 담당 신입/경력직 채용 여행사업부문 법인영업 경력 무관 정규직 (주)에스엠컬처앤콘텐츠 2026. 03. 30, 14:59까지 D -6 SM Culture & Contents © SM Culture & Contents.","","","Search Jobs Job Openings 채용 공고 구분 여행사업부문 광고사업부문 직군 광고기획(AE) 법인영업 MICE/행사 광고전략 경력사항 경력 경력 무관 고용형태 정규직 근무지 (주)에스엠컬처앤콘텐츠 필터 광고전략(AP) 담당 신입/경력직 채용 광고사업부문 광고전략 경력 무관 정규직 (주)에스엠컬처앤콘텐츠 2026. 04. 02, 14:59까지 D -9 광고기획(AE) 담당 경력직 채용 광고사업부문 광고기획(AE) 경력 4년 이상 정규직 (주)에스엠컬처앤콘텐츠 2026. 04. 02, 14:59까지 D -9 MICE/행사 기획 및 운영 담당 채용 여행사업부문 MICE/행사 경력 무관 정규직 (주)에스엠컬처앤콘텐츠 2026. 04. 06, 14:59까지 D -13 법인영업 담당 신입/경력직 채용 여행사업부문 법인영업 경력 무관 정규직 (주)에스엠컬처앤콘텐츠 2026. 03. 30, 14:59까지 D -6 SM Culture & Contents © SM Culture & Contents. ALL RIGHTS RESERVED. 개인정보 처리방침 서비스 이용약관 made with Greeting","","","정규직","","2026-04-02","2026-03-03","active"
"7","15","(주)이루온","주메뉴","http://www.inssys.co.kr/p/recruit","채용안내 Recruit Home > 고객지원 > 채용안내 채용절차 이루온의 꿈을 함께 이룰 분들을 찾습니다. 이루온은 언제나 여러분을 향해 열려 있습니다. 01 서류전형: 지원분야 및 희망 연봉 필히 기재 02 면접전형: 서류전형 합격자 개별통보 03 임원면접: 합격통보 자격/근무/복지 우대 및 공통 자격 요건 <공통 자격 요건> 컴퓨터, 전산, 통신 및 관련학과 졸업자 정보통신, IT, 모바일 분야 관심자 해외여행에 결격사유가 없는 자 남자의 경우 병역필 또는 면제자 <우대 요건> 유무선 통신솔루션 개발 및 운용 경력자 이동통신사 PM 및 Project 경험자 관련 자격증 소지자 복지제도 건강검진 지원 경조휴가 및 경조금 지원 선택적 복리후생 지원 (교육, 의료, 문화, 체육, 도서 등) 유류비, 통신비, 석식, 교통비, 워크샵 지원 명절 선물 및 기념일 지원 콘도미니엄, 까페테리아 운영 장기근속 포상금 및 포상휴가 지원 직무발명시 포상금 지급 근무시간 및 급여 주 5일 근무 09:00 - 18:00 연공 및 서열을 중시하기보다는 개인의 특성과 업적을 우대하는 제도 모집분야 및 자격요건 국내영업 -이동통신 솔루션 영업 경력 -IT분야 영업/기획/마케팅/프로젝트 관리 경력 해외영업 -유무선 통신 솔루션 개발 및 컨설팅 -IT서비스 기획 및 해외영업 -영어 의사소통 및 해외근무 가능 연구개발(R&D) -유무선 통신 솔루션 개발 -유무선 멀티미디어 서비스 개발 -통신 시스템 개발 및 PM -통신 Protocol 개발 -Linux/Unix 기반 C/C++ 개발 -네트워크, DB프로그래밍 개발 -Web 및 Java 프로그래밍 개발 -멀티미디어 플랫폼/서비스 개발 기술지원(SE) -유무선 통신 시스템 및 서비스 운용 관리 -IT Network Infra 운용 관리 -DB 시스템 운용 관리 -국내/외 고객사 운용 지원 입사지원 입사지원 방법 입사지원서를 다운받아 작성하신 후 이메일이나 우편으로 보내주시기 바랍니다. 지원문의 연락처 : 070-4489-1000 이메일 : jjh0920@eluon.com / kangsh@eluon.com 주의사항 입사지원서의 기재내용이 허위로 판명될 경우, 합격 및 입사가 취소됩니다.","<공통 자격 요건> 컴퓨터, 전산, 통신 및 관련학과 졸업자 정보통신, IT, 모바일 분야 관심자 해외여행에 결격사유가 없는 자 남자의 경우 병역필 또는 면제자 <우대 요건> 유무선 통신솔루션 개발 및 운용 경력자 이동통신사 PM 및 Project 경험자 관련 자격증 소지자 복지제도 건강검진 지원 경조휴가 및 경조금 지원 선택적","및 공통 자격 요건 <공통 자격 요건> 컴퓨터, 전산, 통신 및 관련학과 졸업자 정보통신, IT, 모바일 분야 관심자 해외여행에 결격사유가 없는 자 남자의 경우 병역필 또는 면제자 <우대 요건> 유무선 통신솔루션 개발 및 운용 경력자 이동통신사 PM 및 Project 경험자 관련 자격증 소지자 복지제도 건강검진 지원 경조휴가 및 경조금 지원 선택적","","건강검진, 경조휴가","","","","","","active"
"8","38","아이티센","People & Culture","https://itcen.com/empmn/culture/page.do","People & Culture ITCEN GROUP ITCEN FAMILY 제품/서비스 인사이트 지속가능경영 뉴스룸 채용 People & Culture 채용정보 채용공고 창의, 열정, 봉사의 그룹 핵심가치에 기반해 개인의 개성과 다양성을 존중하며 창의적인 인재를 육성합니다. 지원하기 People & Culture 채용정보 안내 인재상 Creativity 다양한 시각과 열린 마음으로 기존 업무방식을 과감히 혁신하고, 지속적인 학습으로 새로운 가치개발을 위해 노력하는 인재 Energy 목표달성을 향하여 끊임없이 노력하고, 당면과제의 적극적인 해결을 위해 책임감 있게 업무에 최선을 다하는 인재 National Service 고객에 대한 자발적 행동으로 진심이 담긴 서비스를 제공하며, 나눔을 통한 사회 기여를 할 수 있도록 노력하는 인재 Core Perspective Credibility 신뢰할 수 있는 리더 축적된 경험과 전문화된 지식으로 고객의 디지털 전환을 가속하며 고객과의 신뢰를 리드합니다. Evolution 혁신적인기술 시장에 대한 폭 넓은이해를 통해 끊임없이 기술 진화를 실현하며 시장을 새롭게 혁신합니다. Next Value 지속 가능한 가치 복잡한 고객 니즈에 맞춰 새로운 경험을 구현하고 기업의 지속 가능한 시너지 창출을 통해미래가치를 발굴합니다. Culture People Life 워라벨 유연한 근무제도로 삶과 업무의 균형을 지원합니다. 유연근무제도 선택적 근로시간제를 도입하여 업무에 따라 근로시간을 자유롭게 설정할수 있어요 Family Day 운영 매월 2, 4번 째 금요일은 1시간 조기 퇴근해서 가족들과 즐거운 시간을 보낼 수 있도록 지원해요 휴양시설 운영 전국 각지에 있는 휴양소를 활용해 직원들의 Refresh를 지원해요 가족친화제도 가족 돌봄 휴직, 육아휴직, 임시 육아기 단축근무 제도를 운영해요 단체 휴무일 운영 징검다리 연휴를 단체 휴무일로 지정하여 직원들의 휴식을 지원해요 생활지원 편리한 일상을 위해 다양한 생활 복지 혜택을 제공합니다. 복지포인트 제도 쇼핑, 여행, 문화, 운동 등 자유롭게 쓸 수 있는 복지포인트 제도를 운영해요 통신비 지원 직군별 / 근무형태별로 매월 통신비를 지원해요 경조사 지원 경조사 발생 시 경조금과 경조 휴가를 지급해요 학자금 지원제도 고등학생, 대학생 자녀가 있는 임직원을 대상으로 분기별 교육비를 지원해요 내일채움공제 운영 사업기준을 충족하는 신입사원들을 대상으로 목돈 마련에 힘을 보태요 퇴직 연금 제도 임직원의 퇴직금 보호 및 관리를 위해 퇴직 연금에 가입했어요 명절 상여 지원 직원들의 행복한 명절 연휴를 응원하며 명절 상여를 年 2회 지급해요 보육수당 지원 5~7세 자녀를 양육하는 직원에게 자녀 수 제한 없이 수당을 지급해요 인센티브 제도 운영 성과가 있는 곳에 보상을! 수익을 직원들과 함께 나눠요 사내 카페 운영 그룹 내 장애인 표준사업장 '카페드센'을 통해 맛있는 음료를 저렴하게 이용할 수 있어요 건강 검진 지원 직급에 따른 건강검진을 지원하며, 복지포인트를 활용한 할인 혜택을 적용해요 육성지원 다양한 교육 프로그램으로 빠른 업무 적응과 역량 강화를 지원합니다. 우수 사원 포상 근무 성과가 우수하고 모범이 되는 직원은 포상금을 받아요 역량 개발 제도 개인별 자기주도적 경력개발을 위한 CDP(Career Development Plan) 제도를 시행해요 멘토링 프로그램 신입사원의 빠른 업무적응과 조직문화 내재화를 위해 밀착형 멘토 프로그램을 시행해요 Fast Track 운영 승진 포인트제도를 운영하여 고성과자들의 빠른 승진을 보장해요 자격 취득 축하금 지원 직무 유관 자격 취득에 필요한 비용을 지원해요 직무 전문가 보상 Cloud Expert제도, Architect Expert제도, PM등급 인증제도를 운영하며 직무전문가로 성장 시 직무 수당을 지급해요 사내 추천제도 회사 성장에 필요한 인력을 추천하여 입사할 경우 인재 추천 장려금을 지원해요 근무환경 쾌적한 업무 공간으로 일하기 좋은 환경을 조성합니다. 아이티센타워(과천) 아이티센타워(과천사옥) 피트니스센터(B1) 카페드센(1층/로비, 2호점) 다이닝라운지(2층) 제안센터/교육장(3층) 그랜드홀(15층) 아이티센빌딩(서초) 아이티센빌딩(서초사옥) 전산센터(B1층) 카페드센(1층) 거점오피스(2층) 하늘공원(7층) 알림","","","","건강검진, 교육비","","","","","","active"
"9","16","웨이브글로벌","PI/PD","http://www.wave-global.com/recruitment-information.html#job-57cced74-1","4년제 대졸이상 석사우대 Chip Top 경험자 우대, Hierarchy Desing 경험,Blook partiton, Top CTS CPU/GPU DDR Hardening경험자 우대 P&R Experience Floorplan, Place& Route CTS,STA,DRC/LVS IR DROP 파운드리 공정 (TSMC, 삼성, GF 등 130nm ~28nm,14nm 이하 경험자 우대)","","","","","","","","","","active"
"10","16","웨이브글로벌","SoC","http://www.wave-global.com/recruitment-information.html#job-a5cad1b3-2","4년제 대졸이상 석사우대 디지털 로직 구현을 위한 EDA Software의 이해 로직 합성과 타이밍 분석에 대한 개념 이해 TCL/C-shell 언어에 대한 경험 우선 VHDL or Verilog HDL 언어에 대한 이해와 경험","","","","","","","","","","active"
