"id","company_id","company_name","title","post_url","job_description","qualifications","preferred_qualifications","hiring_process","benefits","hiring_message","location","employment_type","salary","work_hours","posted_at","deadline_at","status","crawled_at","first_seen_at","is_active"
"1","10028","주식회사 첫눈","인재채용","http://www.1stnoon.co.kr/bbs/content.php?co_id=s0103","회사소개 기업소개 인재채용 찾아오시는길 제품소개 스마트기술 함체관리시스템 자료센터 카탈로그 매뉴얼 인증서 회사소개 기업소개 인재채용 찾아오시는길 제품소개 스마트기술 함체관리시스템 자료센터 카탈로그 매뉴얼 인증서 회사소개 회사소개 제품소개 자료센터 인재채용 기업소개 인재채용 찾아오시는길 페이스북 네이버밴드 트위터 카카오스토리 인재채용 TOP 1st Recruitment 첫눈은 나이와 학력에 상관없이 능력 있는 인재들이 어우러져 내는 시너지로 좋은 소프트웨어를 만드는 데 중점을 둡니다. 능력 및 성과 중심의 평가 및 보상체계를 만들고자 늘 노력하고 조직에서 각자의 역할을 잘 수행할 수 있도록 교육에 많은 투자를 하고 있습니다. 함께하고 싶은 인재 첫눈의 VISION 을 이해하고 동행 합니다. 다양한 기회 속에서 일하며 성장 합니다. 끊임없이 발전 하고 스스로 변화 합니다. 서로를 존중 하고 배려 하며, 함께 협업 합니다. 공통사항 ※ '채용절차의 공정화에 관한 법률'에 따라 입사지원서는 최종합격발표일 이후 14일부터 180일 이내 반환 청구 할 수 있으며, 반환청구기간이 경과한 후에는 '개인정보 보호법'에 따라 지체 없이 파기함. ※ 지원서 기재 내용의 착오 또는 누락으로 인하여 발생한 불이익은 본인에게 있음 ※ 채용분야 전형결과 적격자가 없을 경우 채용하지 않을 수 있음 ※ 최종합격자로 결정되더라도 다음사항에 해당 될 경우 합격을 취소할 수 있음 입사지원서 및 구비서류를 허위로 제출한 경우 비위 및 부정한 방법으로 지원 하였거나, 다른 회사에서 부정한 방법으로 채용된 사실이 확인된 경우 해외여행 결격사유자, 체류자격 부적합자, 신원 및 범죄경력 상 결격사유자, 법적·행정적 처분받은 자에 해당되거나, 숨긴 사실이 확인된 경우 채무불이행 등으로 신용불량, 건강검진 시 중증질환에 해당되나 이를 숨긴 사실이 확인된 경우 회사소개","","","","건강검진","","","","","","","","expired","2026-04-02T12:13:22.835925","2026-04-02T12:13:22.835982","False"
"2","10055","주식회사 청담홀딩스","주식회사 청담홀딩스 전체메뉴","http://cdh.kr/bbs/content.php?co_id=hire#job-1fbfe4f2-0","회사소개 청담홀딩스 소개 연혁 조직도 오시는 길 채용안내 사업분야 IT·서비스 청담담다 365 청담물류 청담렌탈 포트폴리오 포트폴리오 홍보센터 청담뉴스 청담인 온라인문의","","","","","","","","","","","","expired","2026-04-02T12:13:28.483690","2026-04-02T12:13:28.483718","False"
"3","10055","주식회사 청담홀딩스","채용안내","http://cdh.kr/bbs/content.php?co_id=hire#job-bba15ab4-2","step 01 입사지원 step 02 서류심사 step 03 면접전형 step 04 최종합격 01 입사지원 모집시기 및 분야에 대한 구체적인 일정은 당사 홈페이지에서 별도로 공지하며, 당시홈페이지 또는 구직자 사이트(워크넷, 잡코리아, 사람인) 등에서 확인하실 수 있습니다. 02 서류심사 입사지원서의 각 항목에 기재한 내용과 경력사항 및 자기소개서를 바탕으로 지원자가 지원직무와 회사에 적합한 자격, 경험, 열정을 가진 인재인지 종합적으로 평가하여 유선 또는 이메일로 연락드립니다. 03 면접전형 실제 업무 수행에 필요한 능력과 열정, 전략적 사고역량, 실무역량, 기본 인성 및 자질을 종합평가하는 실무자와의 인물면접으로, 포괄적인 질의응답이 중심이 되는 심층면접으로 이루어집니다. 04 최종합격 최종합격자는 유선으로 연락을 드리며, 입사일 조정을 거쳐 최종 입사하게 됩니다. 수습기간은 3개월이며, 급여는 100% 지급됩니다. 졸업증면서, 가족관계증명서, 주민등록등본 등의 필요서류는 입사 후에 수령하고 있으며, 지원서상의 내용과 다를 경우 채용이 전면 취소되오니 유념하시기 바랍니다.","","","","","","","","","","","","expired","2026-04-02T12:13:28.488368","2026-04-02T12:13:28.488384","False"
"4","10064","(주)지행아이티","인재채용","http://jhit.kr/page/?pid=recruit","MENU 회사소개 회사개요 회사연혁 인증 및 수상 찾아오시는 길 사업소개 사이버보안 AI 빅데이터 디지털 헬스케어 제품소개 인재채용 홍보센터 공지사항 NEWS Contact Us EC 코퍼레이션 을 방문해 주셔서 감사합니다. Close EC 코퍼레이션은 검색 시스템 을 제공합니다. 검색어 입력 필수 Close Home 인재채용 인재채용 지행아이티 와 함께 성장해나갈 최고의 인재 를 찾고 있습니다. Challenge 실패를 두려워 하지 않는 도전 을 통해 성장해 나갑니다. Change 주변 환경의 변화 에도 굳건하게 자리를 지킵니다. Credit 어떤 상황에서나, 누구에게나 줄 수 있는 신용 을 가집니다. Global Leadership Credo 자기성찰과 타인에 대한 배려를 통해 동료와 고객의 신뢰 형성 STEP 01 지원서 접수 온라인 지원을 통해 입사지원 받으며 입사지원서(자기소개서 포함), 최종학력 졸업 및 성적증명서, 경력증명서(해당자), 자격증사본(해당자)을 jihaengit@gmail.com 으로 접수합니다. STEP 02 서류전형 내부 심사를 통해 입사지원서등을 검토 및 심사합니다. STEP 03 면접전형 서류전형 합격자는 실무 및 임원 면접을 실시합니다. 면접전형은 당사 사정에 의거 변경될 수 있습니다. STEP 04 합격통보 최종 합격자는 회사에서 개별통보합니다. 입사지원서 다운로드 × 전체 게시판 검색 검색어 입력 필수 검색 × 사용후기 작성하기 닫기 × 상품문의 작성하기 닫기 × 쿠폰 내역 닫기 × 투표 결과 보기 닫기","","","","","","","","","","","","expired","2026-04-02T12:13:35.972911","2026-04-02T12:13:35.972944","False"
"5","10065","주식회사 천하이너스","복리후생","http://www.chinus.co.kr/recruitment.html#job-c8157726-0","자체 솔루션SW 개발/관리 정규직 채용 언어 : C#.net or Java 개발 경력 : 과장급 / 경력 5년이상 업무 : 응용SW 개발 (상세사항: 잡코리아/사람인 참고) 연봉 : 면접시 협의 우대 : DBMS(Oracle/Msslq) 능숙자 원격관제시스템 개발 경험자 관련 전공 출신자(전산학/컴퓨터공학) 접수 : 이메일 (srkang@chinus.co.kr) 혹은 전화접수 (070-8800-0302) 기간 : 상시 Add. 경기도 부천시 조마루로 385번길 92 부천테크노밸리U1센터 1814호 Tel. 070-8800-0302 Fax. 0303-3444-0302 Email. srkang@chinus.co.kr","","","","","","경기","","","","","","expired","2026-04-02T12:13:37.349325","2026-04-02T12:13:37.349346","False"
"6","10083","굿모니터링 주식회사","게시판","http://goodmonitoring.com/board/board_list?code=monitor","회사소개 회사개요 연혁 CI 소개 사업분야 특허/인증 고객사 채용정보 이력서 등록하기 찾아오시는 길 서비스 서비스 개요 온라인 관심도 뉴스 & 이슈 동영상 e-커머스 사후관리 솔루션 모니터링 관리 솔루션 데이터 관리 솔루션 비정형 데이터 분석기 교육 교육 개요 진행중 교육안내 교육 신청하기 SERM Ⓡ SERM Ⓡ 연구소 모니터간 신뢰도 연구 텍스트 유사도 연구 이미지 유사도 연구 게시판 모니터 모집정보 공지사항 온라인 관심도 리포트 뉴스레터 고객센터 문의하기 회사소개 회사개요 연혁 CI 소개 사업분야 특허/인증 고객사 채용정보 이력서 등록하기 찾아오시는 길 서비스 서비스 개요 온라인 관심도 뉴스 & 이슈 동영상 e-커머스 사후관리 솔루션 모니터링 관리 솔루션 데이터 관리 솔루션 비정형 데이터 분석기 교육 교육 개요 진행중 교육안내 교육 신청하기 SERM Ⓡ SERM Ⓡ 연구소 모니터간 신뢰도 연구 텍스트 유사도 연구 이미지 유사도 연구 게시판 모니터 모집정보 공지사항 온라인 관심도 리포트 뉴스레터 고객센터 게시판 게시판 회사소개 서비스 솔루션 교육 SERM Ⓡ 연구소 게시판 모니터 모집정보 모니터 모집정보 공지사항 온라인 관심도 리포트 뉴스레터 고객센터 Monitor Recruitment Information 모니터 모집정보 게시글 검색 제목 내용 작성자 아이디 검색어를 입력하세요. 게시글 내용 No. 제목 등록일 2 「2025년 출판콘텐츠 온라인 불법복제 모니터링 용역」[(재택) 전담인력 채용 모집 공고] 2025.05.02 1 「2025년 출판콘텐츠 온라인 불법복제 모니터링 용역」[(상주) 전담인력 채용 모집 공고] 2025.05.02 궁금하신 점이 있으신가요? 고객님의 어떤 질문에도 굿모니터링에서는 항상 성심 성의껏 답변해 드리겠습니다. view more 회사소개 찾아오시는길 Intranet MMS wordpick","","","","","","서울","","","","2025-04-02","2025-05-02","expired","2026-04-02T12:54:32.747172","2026-04-02T12:54:32.747191","False"
"7","10083","굿모니터링 주식회사","회사소개","http://goodmonitoring.com/company/recruit","회사소개 회사개요 연혁 CI 소개 사업분야 특허/인증 고객사 채용정보 이력서 등록하기 찾아오시는 길 서비스 서비스 개요 온라인 관심도 뉴스 & 이슈 동영상 e-커머스 사후관리 솔루션 모니터링 관리 솔루션 데이터 관리 솔루션 비정형 데이터 분석기 교육 교육 개요 진행중 교육안내 교육 신청하기 SERM Ⓡ SERM Ⓡ 연구소 모니터간 신뢰도 연구 텍스트 유사도 연구 이미지 유사도 연구 게시판 모니터 모집정보 공지사항 온라인 관심도 리포트 뉴스레터 고객센터 문의하기 회사소개 회사개요 연혁 CI 소개 사업분야 특허/인증 고객사 채용정보 이력서 등록하기 찾아오시는 길 서비스 서비스 개요 온라인 관심도 뉴스 & 이슈 동영상 e-커머스 사후관리 솔루션 모니터링 관리 솔루션 데이터 관리 솔루션 비정형 데이터 분석기 교육 교육 개요 진행중 교육안내 교육 신청하기 SERM Ⓡ SERM Ⓡ 연구소 모니터간 신뢰도 연구 텍스트 유사도 연구 이미지 유사도 연구 게시판 모니터 모집정보 공지사항 온라인 관심도 리포트 뉴스레터 고객센터 회사소개 회사소개 회사소개 서비스 솔루션 교육 SERM Ⓡ 연구소 게시판 채용정보 회사개요 연혁 CI 소개 사업분야 특허/인증 고객사 채용정보 이력서 등록하기 찾아오시는 길 Recruit 채용정보 응시 자격 학력제한 없음 해외여행 결격사유 없으신 분 병역필 또는 면제이신 분 인터넷 사용 능숙하신 분 창의적이고 도전적인 마인드를 가지신 분 모니터링 관련 경력 있으신 분 우대 굿모니터링 주식회사는 열정과 패기 를 사랑합니다 성별, 학력, 연령에 상관없이 도전하세요 응시부문 마케팅 / 웹 기획 / 영업 / 경영 지원/ 웹 개발 / 디자인/연구 기획 (통계 및 사회조사 관련 전공자 우대) 제출서류 이력서(사진 부착), 자기소개서, 경력증명서 (*경력 지원자에 한 함) 접수방법 및 접수처 이메일 접수: ask@goodmonitoring.com 제출 시 지원 분야를 기입해주시기 바랍니다. 제출된 서류는 반환되지 않습니다. 서류 심사 후 직무적합자 대상자는 개별 연락드립니다. 궁금하신 점이 있으신가요? 고객님의 어떤 질문에도 굿모니터링에서는 항상 성심 성의껏 답변해 드리겠습니다. view more 회사소개 찾아오시는길 Intranet MMS wordpick","","굿모니터링 주식회사는 열정과 패기 를 사랑합니다 성별, 학력, 연령에 상관없이 도전하세요 응시부문 마케팅 / 웹 기획 / 영업 / 경영 지원/ 웹 개발 / 디자인/연구 기획 (통계 및 사회조사 관련 전공자 우대) 제출서류 이력서(사진 부착), 자기소개서, 경력증명서 (*경력 지원자에 한 함) 접수방법 및 접수처 이메일 접수: ask@goodmonitoring.com 제출 시 지원 분야를 기입해주시기 바랍니다. 제출된 서류는 반환되지 않습니다. 서류 심사 후 직무적합자 대상자는 개별 연락드립니다. 궁금하신 점이 있으신가요? 고객님의 어떤 질문에도 굿모니터링에서는 항상 성심 성의껏 답변해 드리겠습니다. view more 회사소개 찾아오시는길 Intranet MMS wordpick 개인정보처리방침 굿모니터링 주식회사 대표 : 박유경 소프트웨어사업자 신고번호 : B13-64394 사업자등록번호 : 201-86-31018 본사 (03628) 서울특별시 서대문구 간호대로 3길 24-8 3층 TEL : 02-777-9527 FAX : 02-777-9537 ask@goodmonitoring.com 부산.기업부설연구소 (48059) 부산시 해운대구 센텀중앙로48, 510호(우동, 에이스하이테크21) TEL : 051-747-9527 FAX : 051-747-9537 Copyright (c) 2024 Goodmonitoring. ALL RIGHTS RESERVED.","","","","서울","","","","","","expired","2026-04-02T12:54:36.600914","2026-04-02T12:54:36.600934","False"
"8","10087","(주)오트로닉스","Recruit","http://otronix.com/index.php/recruit/employment","콘텐츠로 건너뛰기 English Data Center Company Info 인사말 회사연혁 주요업무 조직도 협력업체 오시는길 회사소식 Product Line OTRONIX 개발제품 CTD ADCP Optic Sensor Scattering Sensor Image Sonar 기상위성수신 기타장비 System Integration 부이 시스템 무인관측시스템 유량 관측 시스템 페리보트 시스템 Service 해양 조사 유지보수 선박 및 장비대여 컨설팅 Recruit 채용안내 복리후생 Recruit 홈으로 Recruit 채용안내 채용안내 2020-02-23T13:55:56+09:00 채용안내 복리후생 채용 안내 오트로닉스는 언제나 훌륭한 인재들과 함께 하고 싶습니다 창의적이고 도전적인 인재들을 상시 지원체제를 통해 채용하고 있습니다. 오트로닉스와 함께하기를 원하는 인재들은 주저없이 입사지원 해 주시기 바랍니다. 채용절차 신입사원 1 지원서 접수 (서류전형) 2 영어 (공인점수대체가능) 3 1차 면접 4 2차 면접 5 체력검사 경력사원 1 지원서 접수 (서류전형) 2 면접 3 체력검사 접수처 취업을 희망하는 인재는 아래로 이력서, 자기소개서, 최종학력 졸업증명서 등을 제출하여 주시기 바랍니다. Company Info 인사말 회사연혁 주요업무 조직도 협력업체 오시는길 회사소식 Product Line OTRONIX 개발제품 CTD ADCP OPTIC SENSOR SCATTERING SENSOR IMAGE SONAR 기상위성수신 기타장비 System Integration 부이 시스템 무인관측시스템 유량 관측 시스템 페리보트 시스템 Service 해양 조사 유지보수 선박 및 장비대여 컨설팅 Recruit 채용 안내 복리후생","","","","","","","","","","2020-01-24","2020-02-23","expired","2026-04-02T12:54:36.953936","2026-04-02T12:54:36.953953","False"
"9","10087","(주)오트로닉스","Recruit","http://otronix.com/index.php/recruit/otronixlife","콘텐츠로 건너뛰기 English Data Center Company Info 인사말 회사연혁 주요업무 조직도 협력업체 오시는길 회사소식 Product Line OTRONIX 개발제품 CTD ADCP Optic Sensor Scattering Sensor Image Sonar 기상위성수신 기타장비 System Integration 부이 시스템 무인관측시스템 유량 관측 시스템 페리보트 시스템 Service 해양 조사 유지보수 선박 및 장비대여 컨설팅 Recruit 채용안내 복리후생 Recruit 홈으로 Recruit 복리후생 복리후생 2020-02-23T13:57:54+09:00 채용안내 복리후생 복리 후생 오트로닉스는 사내 직원의 능력 계발 을 위해 항상 노력하고 있습니다 사내 직원의 진취적이고 다양한 방면의 능력을 인정하고 존중하여 자기계발에 힘쓸 수 있도록 든든한 후원자가 되겠습니다. 교육 및 복리후생 제도 외국어 교육 사외 어학 교육 시 교육비 지원 승선 교육 승선 경험이 없는 직원에 대하여 선박 및 해상 업무에 대한 이해를 높이고 육, 해상 직원간의 유대관계 강화를 위하여 승선 교육 시행 전문가 양성 및 자기계발 직원 업무 능력 향상을 위한 전문기관 위탁교육 혹은 사외 기관을 통한 전문화 교육 지원 복리후생제도 사주 5일 근무제, 경조사비 지원, 연차휴가 보상비 지급 Company Info 인사말 회사연혁 주요업무 조직도 협력업체 오시는길 회사소식 Product Line OTRONIX 개발제품 CTD ADCP OPTIC SENSOR SCATTERING SENSOR IMAGE SONAR 기상위성수신 기타장비 System Integration 부이 시스템 무인관측시스템 유량 관측 시스템 페리보트 시스템 Service 해양 조사 유지보수 선박 및 장비대여 컨설팅 Recruit 채용 안내 복리후생","","","","경조사비, 교육비","","","","","","2020-01-24","2020-02-23","expired","2026-04-02T12:54:38.789912","2026-04-02T12:54:38.789932","False"
"10","10087","(주)오트로닉스","Company Info","http://otronix.com/index.php/recruit","콘텐츠로 건너뛰기 English Data Center Company Info 인사말 회사연혁 주요업무 조직도 협력업체 오시는길 회사소식 Product Line OTRONIX 개발제품 CTD ADCP Optic Sensor Scattering Sensor Image Sonar 기상위성수신 기타장비 System Integration 부이 시스템 무인관측시스템 유량 관측 시스템 페리보트 시스템 Service 해양 조사 유지보수 선박 및 장비대여 컨설팅 Recruit 채용안내 복리후생 Company Info 홈으로 Recruit Recruit 2020-02-14T16:21:01+09:00 채용안내 복리후생 Company Info 인사말 회사연혁 주요업무 조직도 협력업체 오시는길 회사소식 Product Line OTRONIX 개발제품 CTD ADCP OPTIC SENSOR SCATTERING SENSOR IMAGE SONAR 기상위성수신 기타장비 System Integration 부이 시스템 무인관측시스템 유량 관측 시스템 페리보트 시스템 Service 해양 조사 유지보수 선박 및 장비대여 컨설팅 Recruit 채용 안내 복리후생","","","","","","","","","","2020-01-15","2020-02-14","expired","2026-04-02T12:54:40.580059","2026-04-02T12:54:40.580083","False"
